Keywords (Clem)
"January 1, 2026 - April 26, 2026"
Search keyword,Search keyword status,Search keyword match type,Campaign,Ad group,Quality Score,Ad relevance,Landing page exp.,Exp. CTR,Currency code,Cost,Impr.,Clicks,Conversions,Search impr. share,Search lost IS (rank),Impr. (Abs. Top) %,Impr. (Top) %
west coast fulfillment,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast fulfillment center,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast 3pl,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast order fulfillment,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast ecommerce fulfillment,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast fulfillment services,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast 3pl services,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast 3pl warehouse,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast fulfilment services,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast fulfillment companies,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
west coast fulfilment,Not eligible,Phrase match,Locations - West Coast,Ad group 1, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
apparel order fulfillment,Removed,Phrase match,Apparel Fulfillment Services | Handled | Search | TDM,Apparel Fulfillment, --, --, --, --,USD,542.47,385,35,0.00,20.16%,57.93%,40.00%,80.36%
apparel 3pl companies,Eligible,Phrase match,Apparel Fulfillment Services | Handled | Search | TDM,Apparel Fulfillment, --, --, --, --,USD,4.97,26,1,0.00,17.65%,50.98%,38.89%,77.78%
apparel ecommerce order fulfillment,Eligible,Phrase match,Apparel Fulfillment Services | Handled | Search | TDM,Apparel Fulfillment, --, --, --, --,USD,0.00,6,0,0.00,13.04%,52.17%,0.00%,100.00%
apparel warehouse services,Paused,Phrase match,Apparel Fulfillment Services | Handled | Search | TDM,Apparel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
apparel warehousing company,Paused,Phrase match,Apparel Fulfillment Services | Handled | Search | TDM,Apparel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
makeup fulfillment,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Skincare Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
skin care products order fulfillment,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Skincare Fulfillment, --, --, --, --,USD,0.00,26,0,0.00,42.22%,40.00%,55.56%,77.78%
3pl for amazon sellers,Removed,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,Amazon Fulfillment, --, --, --, --,USD,145.67,192,7,0.00,31.26%,49.16%,41.22%,80.92%
amazon seller fulfilled prime 3pl,Eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,Amazon Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
amazon sfp 3pl,Limited,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,Amazon Fulfillment, --, --, --, --,USD,0.00,24,0,0.00,16.19%,61.90%,31.25%,87.50%
3pl seller fulfilled prime,Eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,Amazon Fulfillment, --, --, --, --,USD,15.62,123,1,0.00,20.65%,50.38%,30.86%,86.42%
3pl sfp,Eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,Amazon Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
amazon 3pl companies,Removed,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,Amazon Fulfillment, --, --, --, --,USD,1513.57,815,59,0.00,30.74%,47.29%,38.82%,84.26%
3pl warehouse for amazon sellers,Removed,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,Amazon Fulfillment, --, --, --, --,USD,64.92,57,2,0.00,34.51%,38.05%,38.46%,92.31%
cosmetics fulfillment center,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,2,0,0.00,14.29%,57.14%,0.00%,0.00%
best cosmetics fulfillment,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
cosmetics fulfillment company,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
cosmetics 3pl companies,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,2,0,0.00, --, --,0,0
cosmetic order fulfillment,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,54.41,8,1,0.00,37.50%,56.25%,50.00%,50.00%
cosmetic fulfilment services,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,1,0,0.00,< 10%,> 90%,0,0
cosmetics fulfillment partner,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
order fulfillment for cosmetics,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,1,0,0.00,12.50%,87.50%,0.00%,100.00%
e fulfillment services for cosmetics,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ecommerce cosmetics fulfillment,Eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
d2c cosmetics fulfillment,Not eligible,Phrase match,Cosmetics Fulfillment Services | Handled | Search | TDM,Cosmetics Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfillment new jersey,Eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM,New Jersey Fulfillment, --, --, --, --,USD,3.39,4,1,0.00,22.22%,66.67%,0.00%,100.00%
new jersey fulfillment,Eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM,New Jersey Fulfillment, --, --, --, --,USD,158.39,125,11,0.00,15.25%,55.93%,27.78%,74.07%
fulfillment warehouse new jersey,Eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM,New Jersey Fulfillment, --, --, --, --,USD,77.58,166,10,0.00,< 10%,62.73%,25.37%,77.61%
warehouse distribution nj,Eligible,Exact match,East Coast Fulfillment Services | Handled | Search | TDM,New Jersey Fulfillment, --, --, --, --,USD,72.48,38,3,1.00,13.51%,61.62%,28.00%,96.00%
warehousing and distribution nj,Removed,Exact match,East Coast Fulfillment Services | Handled | Search | TDM,New Jersey Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
new jersey 3pl companies,Eligible,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM,New Jersey Fulfillment, --, --, --, --,USD,74.12,138,7,0.00,< 10%,60.00%,34.00%,92.00%
new jersey fulfillment warehouse companies,Limited,Phrase match,East Coast Fulfillment Services | Handled | Search | TDM,New Jersey Fulfillment, --, --, --, --,USD,23.63,87,3,0.00,< 10%,53.21%,12.50%,83.33%
omnichannel fulfillment services,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,6,0,0.00,< 10%,63.33%,25.00%,50.00%
omnichannel fulfillment solutions,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,50.00%,0,0
omnichannel order fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,57.14%,0,0
omnichannel fulfillment strategy,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
omnichannel warehouse,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel 3pl,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,50.00%,0,0
omnichannel 3pl company,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
omnichannel 3pl services,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
omnichannel fulfilment solutions,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omni channel ecommerce fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
retail omnichannel fulfilment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omnichannel order fulfilment logistics,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,3,0,0.00,< 10%,74.36%,0.00%,66.67%
omni channel retail order fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omni channel retail fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
omni stock fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
unified commerce fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Omnichannel Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
order fulfillment services,Limited,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,fulfillment center, --, --, --, --,USD,0.00,62,0,0.00,< 10%,68.71%,7.50%,72.50%
fulfilment service,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,fulfillment center, --, --, --, --,USD,247.80,487,15,0.00,< 10%,66.54%,16.39%,69.13%
order fulfillment company,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,fulfillment center, --, --, --, --,USD,48.87,221,7,0.00,< 10%,71.42%,16.99%,71.90%
warehouse fulfillment services,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,fulfillment center, --, --, --, --,USD,169.71,393,12,0.00,< 10%,67.26%,14.13%,66.43%
us fulfillment center,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,fulfillment center, --, --, --, --,USD,0.00,0,0,0.00,< 10%,69.23%,0,0
product fulfillment warehouse,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,fulfillment center, --, --, --, --,USD,0.00,12,0,0.00,< 10%,64.56%,0.00%,87.50%
e fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,"Ecommerce Fulfillment Services, Companies", --, --, --, --,USD,2.64,76,1,0.00,10.02%,56.81%,16.13%,62.90%
ecommerce fulfillment company,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,"Ecommerce Fulfillment Services, Companies", --, --, --, --,USD,225.83,295,12,0.00,< 10%,64.14%,13.36%,65.52%
ecommerce fulfillment companies,Removed,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,"Ecommerce Fulfillment Services, Companies", --, --, --, --,USD,0.00,4,0,0.00,< 10%,80.49%,0.00%,50.00%
ecommerce fulfillment provider,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,"Ecommerce Fulfillment Services, Companies", --, --, --, --,USD,0.00,13,0,0.00,< 10%,70.05%,0.00%,80.00%
ecommerce fulfillment solutions,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,"Ecommerce Fulfillment Services, Companies", --, --, --, --,USD,44.04,97,4,0.00,< 10%,69.18%,15.09%,73.58%
ecommerce product fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,"Ecommerce Fulfillment Services, Companies", --, --, --, --,USD,0.00,1,0,0.00,< 10%,70.69%,0.00%,100.00%
fulfillment companies for ecommerce,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,"Ecommerce Fulfillment Services, Companies", --, --, --, --,USD,0.00,0,0,0.00,< 10%,86.67%,0,0
e fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ecommerce fulfillment services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ecommerce fulfillment companies,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ecommerce fulfillment center,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ecommerce fulfillment solutions,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ecommerce warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ecommerce product fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfillment for ecommerce,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfillment center ecommerce,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
fulfillment companies for ecommerce,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,eCommerce fulfillmenta, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ebay fulfillment warehouse,Eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,eBay Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
best ebay fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,eBay Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ebay third party fulfillment,Eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,eBay Fulfillment, --, --, --, --,USD,0.00,2,0,0.00,14.29%,85.71%,50.00%,100.00%
fulfilment ebay,Eligible,Phrase match,Ecommerce Fulfillment Selling | Handled | Search | TDM,eBay Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,0.00%,0,0
clothing ecommerce fulfillment,Eligible,Phrase match,Apparel Fulfillment Services | Handled | Search | TDM,Clothing Fulfillment, --, --, --, --,USD,0.00,8,0,0.00,15.63%,81.25%,16.67%,50.00%
e fulfillment for clothes,Eligible,Phrase match,Apparel Fulfillment Services | Handled | Search | TDM,Clothing Fulfillment, --, --, --, --,USD,0.00,6,0,0.00,10.00%,90.00%,50.00%,50.00%
clothing warehouse fulfillment,Eligible,Phrase match,Apparel Fulfillment Services | Handled | Search | TDM,Clothing Fulfillment, --, --, --, --,USD,3.22,6,1,0.00,23.53%,76.47%,50.00%,75.00%
e commerce warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,4,0,0.00,< 10%,55.56%,0.00%,66.67%
e fulfillment warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,5,0,0.00,< 10%,69.12%,0.00%,100.00%
warehouse order fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
e commerce distribution centers,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
fulfillment center for ecommerce,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,1,0,0.00,12.50%,75.00%,0,0
online order fulfillment warehouse,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
ecommerce warehouse fulfillment,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
fulfillment center ecommerce,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,1,0,0.00,< 10%,46.43%,0,0
ecommerce warehousing services,Not eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Ecommerce Fulfillment Center or Warehouse, --, --, --, --,USD,0.00,0,0,0.00,< 10%,> 90%,0,0
retail fulfillment company,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Retail Fulfillment, --, --, --, --,USD,0.00,0,0,0.00,< 10%,74.00%,0,0
retail order fulfillment,Eligible,Exact match,Ecommerce Fulfillment Services | Handled | Search | TDM,Retail Fulfillment, --, --, --, --,USD,0.00,0,0,0.00, --, --,0,0
retail fulfillment services,Eligible,Phrase match,Ecommerce Fulfillment Services | Handled | Search | TDM,Retail Fulfillment, --, --, --, --,USD,12.48,167,6,0.00,< 10%,69.68%,19.83%,64.66%
